season,min_played,goals,assists,penalty_made,penalty_attempted,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,shot_creating_actions,goal_creating_actions,passes_completed,passes_attempted,pass_completion_percent,progressive_passes,carries,progressive_carries,take_ons_attempted,take_ons_successful
2223,90,0,0,0,0,1,1,1,0,35,1,1,0,2,1,15,27,55.6,3,7,1,0,0
2223,57,0,0,0,0,0,0,1,0,15,0,0,3,1,0,9,12,75.0,0,4,0,0,0
2223,90,0,0,0,0,0,0,0,0,113,1,0,0,1,0,102,110,92.7,7,72,0,0,0
2223,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,100.0,0,2,0,0,0
2223,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,28,31,90.3,0,21,0,0,0
2223,90,0,0,0,0,6,2,0,0,36,0,1,1,3,1,17,23,73.9,2,21,0,1,1
2223,86,0,0,0,0,2,1,0,0,48,1,0,1,3,0,31,38,81.6,5,37,1,4,4
2223,90,0,0,0,0,1,0,0,0,113,1,2,1,8,0,84,105,80.0,15,86,0,3,2
2223,37,0,0,0,0,0,0,0,0,50,0,0,0,0,0,48,50,96.0,3,37,0,0,0
2223,90,0,0,0,0,2,0,0,0,100,1,0,0,1,0,90,94,95.7,6,78,1,0,0
2223,53,0,0,0,0,0,0,0,0,66,1,1,1,1,0,55,61,90.2,6,40,2,0,0
2223,90,0,0,0,0,1,0,0,0,61,0,0,4,5,0,38,51,74.5,2,40,4,3,3
2223,90,0,0,0,0,1,0,0,0,100,1,0,1,3,0,89,95,93.7,11,72,2,1,1
2223,90,0,2,0,0,2,1,0,0,79,1,1,0,8,3,60,70,85.7,2,65,8,5,2
2223,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,66.7,0,0,0,0,0
2223,89,2,0,0,1,2,2,0,0,190,0,0,0,3,0,171,184,92.9,20,139,5,1,1
2223,90,0,0,0,0,1,1,0,0,41,1,2,1,1,0,25,34,73.5,3,14,1,1,1
2223,90,0,0,0,0,2,0,0,0,39,1,1,1,1,0,21,29,72.4,3,21,3,2,2
2223,73,0,0,0,0,0,0,1,0,26,3,0,0,0,0,18,20,90.0,0,11,0,0,0
2223,90,0,0,0,0,1,0,1,0,70,2,0,0,1,0,46,64,71.9,4,43,1,1,0
2223,90,0,0,0,0,0,0,1,0,54,6,2,0,1,0,33,43,76.7,3,15,2,1,1
2223,83,0,0,0,0,0,0,1,0,24,0,0,0,1,0,12,17,70.6,1,6,0,4,2
2223,90,0,0,0,0,0,0,0,0,58,0,2,0,0,0,46,55,83.6,2,42,0,1,1
2223,90,0,0,0,0,1,1,0,0,38,0,2,2,2,0,19,30,63.3,3,19,3,2,1
2223,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0
2223,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,16,27,59.3,0,17,0,0,0
2223,90,0,0,0,0,0,0,0,0,77,1,2,6,1,0,52,69,75.4,5,27,1,1,1
2223,90,0,0,0,0,2,0,1,0,45,1,1,0,5,0,21,30,70.0,3,33,6,9,7
2223,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,6,83.3,0,3,0,0,0
2223,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
2223,90,0,0,0,0,0,0,1,0,66,2,2,0,1,0,41,58,70.7,4,35,5,2,1
2223,87,0,0,0,0,1,0,1,0,97,0,1,0,1,0,82,91,90.1,7,76,2,1,1
2223,90,0,0,0,0,2,0,0,0,104,3,5,2,1,0,75,84,89.3,0,57,0,0,0
2223,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2223,90,0,0,0,0,0,0,0,0,73,2,2,2,0,0,52,58,89.7,1,48,0,3,2
2223,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0
2223,90,0,0,0,0,0,0,1,0,27,0,0,0,0,0,21,27,77.8,0,14,0,0,0
2223,90,1,0,0,0,1,1,0,0,35,0,0,1,2,1,16,28,57.1,7,26,0,3,0
2223,90,0,0,0,0,0,0,0,0,56,2,1,1,2,0,47,50,94.0,5,29,1,0,0
2223,90,0,1,0,0,2,1,0,0,72,2,1,5,4,1,37,55,67.3,3,37,4,1,1
2223,90,0,0,0,0,1,0,0,0,63,1,0,0,2,0,48,59,81.4,4,29,1,5,3
2223,78,0,0,0,0,0,0,0,0,20,1,0,1,1,0,9,14,64.3,2,9,0,1,1
2223,88,0,0,0,0,1,1,0,0,33,0,2,1,1,0,22,26,84.6,2,19,2,1,0
2223,64,0,0,0,0,2,0,0,0,48,1,0,0,2,0,40,46,87.0,2,25,2,0,0
2223,45,0,0,0,0,2,1,0,0,27,0,1,2,0,0,13,17,76.5,2,24,1,1,0
2223,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,100.0,0,2,0,0,0
2223,26,0,0,0,0,0,0,0,0,16,0,0,0,1,0,11,14,78.6,1,8,1,0,0
2223,85,0,0,0,0,1,0,1,0,59,0,0,0,2,0,45,56,80.4,2,40,2,0,0
2223,80,0,0,0,0,5,1,0,0,39,0,0,2,6,0,18,27,66.7,2,25,4,4,4
2223,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,30,32,93.8,0,22,0,0,0
2223,90,0,0,0,0,0,0,0,0,74,2,2,1,1,0,58,66,87.9,6,41,0,2,1
2223,90,0,0,0,0,1,0,0,0,26,1,1,0,3,0,17,21,81.0,2,22,7,1,0
2223,90,0,0,0,0,0,0,0,0,56,3,0,0,5,0,42,50,84.0,11,31,4,0,0
2223,10,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,1,100.0,1,2,0,0,0
2223,45,0,0,0,0,1,0,0,0,22,0,0,1,3,0,9,15,60.0,0,14,3,4,0
2223,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,3,5,60.0,1,2,0,0,0
2223,90,0,0,0,0,3,1,1,0,25,0,0,0,1,0,9,12,75.0,0,10,1,1,0
2223,90,0,0,0,0,1,0,1,0,76,0,3,0,3,0,63,68,92.6,7,58,5,2,1
2223,84,0,0,0,0,0,0,0,0,58,2,0,1,3,0,35,46,76.1,5,32,5,5,1
2223,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,50.0,0,3,0,0,0
2223,90,0,0,0,0,0,0,0,0,45,0,1,2,1,0,29,36,80.6,1,32,0,1,1
2223,82,0,0,0,0,1,1,1,0,14,0,0,0,2,0,8,12,66.7,0,11,2,0,0
2223,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,100.0,0,1,1,1,0
2223,90,0,0,0,0,0,0,0,0,28,0,0,0,1,0,14,27,51.9,0,13,0,0,0
2223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2223,90,0,0,0,0,1,0,0,0,42,3,2,4,0,0,22,30,73.3,1,18,0,1,0
2223,67,0,0,0,0,2,0,0,0,24,2,2,1,0,0,9,14,64.3,0,11,1,7,7
2223,89,0,0,0,0,1,0,0,0,37,2,1,2,3,0,17,25,68.0,3,17,2,4,3
2223,90,0,0,0,0,0,0,0,0,43,0,0,3,0,0,26,34,76.5,0,27,1,1,1
2223,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2223,90,0,0,0,0,0,0,1,0,51,0,1,4,1,1,32,41,78.0,2,23,1,0,0
2223,82,0,0,0,0,0,0,0,0,27,1,1,2,2,0,13,18,72.2,3,12,1,1,0
2223,90,0,1,0,0,0,0,0,0,36,2,0,1,2,1,18,30,60.0,2,11,0,1,1
2223,90,1,0,0,0,1,1,1,0,38,3,1,1,0,0,20,26,76.9,0,10,0,3,2
2223,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,18,34,52.9,0,21,0,0,0
2223,90,0,0,0,0,0,0,0,0,49,0,1,5,0,0,31,38,81.6,4,17,1,1,0
2223,86,0,0,0,0,2,1,0,0,38,6,0,0,2,1,17,23,73.9,4,22,5,2,0
2223,4,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,0.0,0,2,0,0,0
2223,86,0,0,0,0,2,1,0,0,45,1,1,4,2,0,14,20,70.0,4,20,2,4,1
2223,90,0,0,0,0,0,0,0,0,44,1,2,0,0,0,34,39,87.2,0,26,0,0,0
2223,79,0,0,0,0,3,1,0,0,31,5,0,0,5,0,12,16,75.0,0,22,4,4,3
2223,90,0,0,0,0,0,0,0,0,43,2,0,2,2,0,28,34,82.4,3,21,2,1,0
2223,90,0,0,0,0,0,0,0,0,39,2,1,1,0,0,25,29,86.2,0,21,0,0,0
2223,90,0,1,0,0,0,0,0,0,63,2,2,0,2,1,44,53,83.0,3,35,0,0,0
2223,30,0,0,0,0,0,0,0,0,12,1,0,1,0,0,6,9,66.7,1,4,1,0,0
2223,11,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,,0,2,0,1,0
2223,79,1,0,0,0,3,3,0,0,40,1,0,0,4,0,22,31,71.0,4,25,0,2,1
2223,60,0,0,0,0,0,0,0,0,49,0,1,0,2,0,38,44,86.4,4,27,1,0,0
2223,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,,0,0,0,0,0
2223,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,3,66.7,0,1,0,1,1
2223,90,0,0,0,0,2,0,0,0,35,1,0,0,4,0,22,28,78.6,5,17,5,2,2
2223,13,0,0,0,0,1,1,0,0,12,2,0,0,0,0,6,8,75.0,1,9,3,1,1
2223,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,12,83.3,0,5,0,0,0
2223,90,0,0,0,0,2,1,0,0,54,1,0,0,2,0,34,40,85.0,6,36,1,6,3
2223,77,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,8,37.5,0,9,0,1,0
2223,81,0,0,0,0,0,0,1,0,43,2,0,1,1,0,21,35,60.0,2,10,1,0,0
2223,10,0,0,0,0,0,0,0,0,9,1,1,0,0,0,4,6,66.7,1,4,1,2,2
2223,90,0,0,0,0,2,1,1,0,61,2,1,1,0,0,41,54,75.9,2,37,0,0,0
2223,64,0,0,0,0,1,0,0,0,27,0,1,1,2,0,15,20,75.0,0,13,2,3,0
2223,77,0,0,0,0,3,1,0,0,36,0,1,2,4,0,18,20,90.0,5,16,4,6,3
2223,80,0,0,0,0,0,0,0,0,43,3,1,0,1,0,29,34,85.3,5,20,3,4,1
2223,90,0,0,0,0,0,0,0,0,81,2,2,2,5,0,50,70,71.4,7,27,1,0,0
2223,9,0,0,0,0,0,0,0,0,13,0,0,0,2,0,9,13,69.2,2,6,0,0,0
2223,26,0,0,0,0,0,0,0,0,13,1,1,0,1,0,10,11,90.9,0,5,0,0,0
2223,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,21,26,80.8,0,12,0,0,0
2223,90,0,0,0,0,1,1,0,0,73,3,0,0,1,0,57,64,89.1,2,42,1,0,0
2223,86,0,0,0,0,0,0,1,0,72,1,3,1,5,0,53,60,88.3,5,39,5,4,1
2223,34,0,0,0,0,2,1,0,0,28,1,0,1,2,0,18,22,81.8,6,20,2,0,0
2223,73,0,0,0,0,4,0,0,0,43,1,1,0,4,0,29,34,85.3,6,29,2,4,3
2223,90,0,0,0,0,3,0,0,0,65,2,0,0,8,0,41,56,73.2,9,38,4,1,1
2223,90,0,0,0,0,1,0,0,0,84,3,1,2,2,0,59,72,81.9,9,38,2,0,0
2223,73,0,0,0,0,2,1,0,0,71,0,0,1,2,0,60,66,90.9,5,49,1,1,1
2223,90,0,0,0,0,0,0,0,0,45,0,0,0,0,0,32,40,80.0,0,23,0,0,0
2223,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,9,77.8,0,5,0,0,0
2223,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,5,5,100.0,1,5,0,0,0
2223,17,0,0,0,0,0,0,0,0,16,0,0,0,2,0,10,12,83.3,2,11,3,1,0
2223,90,0,0,0,0,1,0,0,0,116,1,0,3,1,0,96,107,89.7,3,69,0,0,0
2223,17,0,0,0,0,0,0,0,0,15,1,1,0,1,0,11,13,84.6,1,7,0,0,0
2223,90,0,0,0,0,5,1,0,0,58,0,0,1,6,0,35,41,85.4,3,31,4,7,3
2223,87,0,0,0,0,0,0,1,0,77,2,1,0,0,0,65,69,94.2,6,40,1,0,0
2223,90,0,0,0,0,0,0,0,0,104,1,3,3,0,0,77,86,89.5,2,60,0,0,0
2223,56,0,0,0,0,1,1,0,0,27,1,0,1,3,0,16,21,76.2,1,15,1,1,1
2223,89,0,0,0,0,0,0,0,0,43,2,1,0,1,0,28,39,71.8,5,14,1,0,0
2223,90,0,0,0,0,0,0,0,0,44,0,0,1,0,0,33,39,84.6,3,24,0,0,0
2223,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,100.0,0,0,0,0,0
2223,90,0,0,0,0,1,0,0,0,52,2,4,2,3,0,35,43,81.4,6,24,1,5,4
2223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2223,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,50.0,0,1,0,0,0
2223,90,0,0,0,0,2,1,0,0,37,1,2,0,1,0,13,24,54.2,2,17,1,0,0
2223,89,0,0,0,0,2,0,0,0,56,3,0,4,3,0,31,44,70.5,6,26,4,3,2
2223,89,0,0,0,0,3,0,0,0,29,0,0,0,1,0,6,16,37.5,0,15,5,6,4
2223,90,0,0,0,0,2,0,0,0,43,1,0,3,2,0,28,32,87.5,2,13,0,0,0
2223,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0.0,0,0,0,0,0
2223,86,1,0,0,0,3,2,0,0,55,2,0,2,6,0,31,44,70.5,8,27,6,0,0
2223,90,0,0,0,0,0,0,0,0,40,3,1,0,2,0,27,32,84.4,2,17,0,0,0
2223,90,0,0,0,0,2,1,0,0,44,1,2,1,2,0,20,31,64.5,2,12,0,0,0
2223,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,25,31,80.6,0,11,0,0,0
2223,45,0,0,0,0,0,0,0,0,72,1,0,3,0,0,60,66,90.9,8,54,2,0,0
2223,90,1,0,0,0,4,2,0,0,92,3,0,0,2,0,67,80,83.8,7,57,5,2,2
2223,13,0,0,0,0,2,0,0,0,37,0,0,0,4,0,29,35,82.9,4,27,1,0,0
2223,45,0,0,0,0,1,0,0,0,15,0,1,0,0,0,7,8,87.5,0,6,0,1,0
2223,45,0,0,0,0,0,0,0,0,13,0,0,1,0,0,8,11,72.7,0,6,0,0,0
2223,45,0,0,0,0,3,2,0,0,22,0,1,0,6,0,12,16,75.0,0,13,1,2,1
2223,45,0,0,0,0,0,0,0,0,22,0,0,0,0,0,14,18,77.8,0,17,0,2,0
2223,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,27,28,96.4,0,18,0,0,0
2223,45,0,0,0,0,0,0,0,0,20,1,0,0,4,0,12,15,80.0,3,16,2,5,4
2223,90,0,0,0,0,2,0,0,0,70,1,1,1,6,1,38,53,71.7,3,54,4,9,4
2223,45,0,0,0,0,3,0,0,0,51,0,2,0,0,0,38,45,84.4,8,38,3,0,0
2223,90,0,0,0,0,1,0,1,0,111,0,1,1,1,0,100,106,94.3,16,79,4,0,0
2223,90,0,0,0,0,2,0,0,0,99,0,0,0,4,0,88,93,94.6,14,73,0,3,1
2223,90,0,0,0,0,2,0,0,0,129,2,0,0,10,0,102,121,84.3,20,81,7,0,0
2223,90,0,0,0,0,1,0,0,0,99,2,0,3,1,0,72,92,78.3,4,63,0,1,0
2223,32,0,0,0,0,2,1,0,0,35,1,0,0,3,0,22,30,73.3,5,25,3,7,4
2223,90,2,0,0,0,2,2,1,0,34,3,1,0,4,1,19,21,90.5,0,20,0,2,1
2223,90,0,1,0,0,0,0,0,0,35,0,1,2,2,2,17,24,70.8,5,23,4,7,5
2223,4,0,1,0,0,0,0,1,0,4,0,0,1,1,1,3,3,100.0,1,3,0,0,0
2223,86,0,1,0,0,1,0,1,0,37,0,1,0,3,1,10,21,47.6,1,19,2,4,2
2223,90,2,1,0,0,4,2,0,0,38,1,0,2,7,3,11,20,55.0,1,26,6,5,5
2223,86,0,0,0,0,1,0,1,0,34,3,1,3,1,0,19,23,82.6,1,14,0,0,0
2223,90,0,0,0,0,1,0,0,0,33,2,3,0,0,0,15,19,78.9,2,14,0,1,0
2223,90,0,0,0,0,1,1,0,0,31,2,3,2,0,0,7,10,70.0,0,12,0,0,0
2223,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,11,35,31.4,0,11,0,0,0
2223,90,0,0,0,0,0,0,0,0,47,4,2,3,0,0,16,27,59.3,0,16,0,0,0
2223,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,50.0,1,1,0,0,0
2223,90,0,0,0,0,0,0,0,0,28,2,3,1,0,0,5,12,41.7,1,15,1,0,0
2223,90,0,0,0,0,0,0,1,0,36,2,1,3,0,0,15,17,88.2,0,11,0,0,0
2223,90,0,0,0,0,0,0,0,0,68,0,3,1,2,1,44,60,73.3,1,39,3,1,0
2223,90,0,0,0,0,0,0,0,0,53,0,0,0,0,0,41,47,87.2,0,30,0,0,0
2223,9,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,0,0,0,0,0
2223,90,1,1,0,0,2,1,0,0,28,0,0,0,2,1,13,19,68.4,2,14,0,1,0
2223,76,0,1,0,0,2,1,0,0,58,1,0,5,7,3,33,47,70.2,5,22,2,2,1
2223,81,0,1,0,0,0,0,0,0,49,0,0,1,3,1,28,38,73.7,3,29,2,3,0
2223,76,0,0,0,0,0,0,0,0,63,2,0,1,0,0,52,54,96.3,1,43,1,0,0
2223,90,0,0,0,0,1,0,0,0,71,10,2,2,1,0,44,55,80.0,6,20,0,5,0
2223,90,0,1,0,0,1,1,0,0,68,2,1,3,4,2,35,55,63.6,2,18,1,0,0
2223,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,60.0,1,4,1,1,1
2223,9,0,0,0,0,0,0,0,0,12,3,0,1,2,0,5,7,71.4,1,2,1,0,0
2223,14,0,0,0,0,1,0,0,0,9,0,0,1,0,0,6,7,85.7,1,2,1,0,0
2223,14,0,0,0,0,1,0,0,0,17,0,0,0,0,0,14,16,87.5,0,8,0,1,1
2223,81,2,0,0,0,3,2,0,0,64,2,0,2,3,1,47,52,90.4,2,36,2,1,0
2223,90,0,0,0,0,3,0,0,0,64,0,0,0,1,0,49,56,87.5,5,29,0,0,0
2223,81,2,0,0,0,3,2,0,0,40,0,0,0,3,0,28,32,87.5,2,29,2,1,1
2223,75,0,0,0,0,0,0,1,0,41,1,2,2,2,0,25,32,78.1,3,23,1,2,2
2223,90,0,0,0,0,0,0,0,0,24,0,0,0,0,0,15,23,65.2,0,14,0,0,0
2223,45,0,0,0,0,0,0,0,0,18,1,0,1,1,0,10,14,71.4,1,11,1,2,1
2223,90,2,0,0,0,3,3,1,0,29,0,1,1,1,0,9,16,56.3,3,19,2,3,1
2223,90,1,1,1,1,5,1,1,0,56,2,0,3,11,2,22,34,64.7,6,36,8,11,5
2223,75,0,0,0,1,2,2,0,0,17,0,0,0,3,0,5,11,45.5,0,7,1,3,2
2223,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11,12,91.7,4,10,0,2,2
2223,15,0,0,0,0,0,0,0,0,17,1,2,1,0,0,13,14,92.9,1,10,0,1,0
2223,15,0,1,0,0,0,0,0,0,4,0,0,0,1,1,2,2,100.0,0,3,0,0,0
2223,45,0,0,0,0,1,0,0,0,20,0,0,1,2,1,13,15,86.7,2,14,2,5,3
2223,90,0,0,0,0,1,0,0,0,49,0,2,1,2,1,31,41,75.6,1,29,2,0,0
2223,75,0,0,0,0,0,0,0,0,51,4,0,2,1,0,28,45,62.2,5,26,1,1,0
2223,31,0,0,0,0,0,0,0,0,24,2,0,0,0,0,16,20,80.0,2,9,1,1,0
2223,90,0,0,0,0,1,0,0,0,69,1,2,1,0,0,48,57,84.2,4,44,0,0,0
2223,59,0,0,0,0,3,1,0,0,41,0,1,1,5,0,31,34,91.2,4,18,2,1,1
2223,90,0,0,0,0,0,0,0,0,60,2,3,3,1,0,37,49,75.5,2,31,2,0,0
2223,80,0,1,0,0,1,0,0,0,22,4,0,0,3,3,9,15,60.0,0,14,4,1,1
2223,21,0,0,0,0,0,0,0,0,11,1,0,0,0,0,5,7,71.4,0,1,0,0,0
2223,90,1,1,0,0,2,1,0,0,39,3,2,2,4,2,20,28,71.4,0,17,3,2,2
2223,90,0,0,0,0,0,0,0,0,46,3,3,1,0,0,23,33,69.7,2,22,0,0,0
2223,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,9,88.9,2,6,0,0,0
2223,27,0,0,0,0,0,0,0,0,14,1,1,1,0,0,6,11,54.5,4,5,0,0,0
2223,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,13,25,52.0,0,8,0,0,0
2223,90,1,1,1,1,1,0,0,0,51,0,1,1,4,1,26,42,61.9,5,20,2,2,1
2223,90,0,0,0,0,0,0,0,0,47,0,2,2,1,0,27,37,73.0,2,15,0,0,0
2223,90,0,0,0,0,0,0,0,0,37,2,0,2,0,0,29,34,85.3,1,14,0,1,1
2223,80,0,0,0,0,0,0,1,0,30,2,1,0,2,1,11,24,45.8,1,8,0,0,0
2223,69,0,0,0,0,1,0,0,0,31,1,0,0,0,0,18,25,72.0,4,12,0,0,0
2223,10,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,3,66.7,0,4,0,0,0
2223,63,0,0,0,0,0,0,0,0,40,3,2,2,1,1,20,29,69.0,2,16,1,0,0
2223,80,2,0,0,0,3,2,0,0,19,0,0,1,1,0,7,8,87.5,0,12,1,0,0
2223,10,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,3,66.7,1,2,0,0,0
2223,15,0,0,0,0,1,0,0,0,5,1,0,0,1,0,2,3,66.7,0,2,0,0,0
2223,90,0,0,0,0,0,0,0,0,76,1,0,1,2,0,55,68,80.9,5,46,1,0,0
2223,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,23,29,79.3,0,14,0,0,0
2223,37,0,0,0,0,0,0,0,0,42,0,0,0,0,0,36,39,92.3,3,32,0,0,0
2223,75,1,0,0,0,2,1,0,0,25,0,0,1,1,0,13,17,76.5,2,17,0,1,0
2223,75,0,0,0,0,5,0,0,0,25,0,0,0,2,1,9,16,56.3,2,17,2,0,0
2223,90,1,1,1,1,1,1,0,0,83,0,1,1,8,2,58,74,78.4,6,39,0,2,0
2223,90,0,0,0,0,0,0,0,0,86,1,4,1,0,0,66,76,86.8,12,61,3,0,0
2223,30,0,0,0,0,1,1,0,0,16,0,1,2,3,0,7,9,77.8,0,9,1,2,2
2223,90,0,0,0,0,0,0,0,0,68,0,0,1,6,0,51,60,85.0,3,42,7,3,2
2223,53,1,0,0,0,3,1,0,0,46,0,1,1,1,0,33,39,84.6,5,29,0,0,0
2223,15,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,3,0.0,0,0,0,0,0
2223,90,0,0,0,0,1,0,0,0,82,1,2,2,3,1,62,73,84.9,9,53,1,1,1
2223,15,0,0,0,0,0,0,0,0,12,1,0,0,2,0,5,8,62.5,1,9,3,2,2
2223,75,0,1,0,0,1,0,0,0,60,1,0,1,3,1,42,51,82.4,4,42,3,5,2
2223,60,0,0,0,0,1,0,0,0,25,0,0,1,1,0,15,20,75.0,3,17,1,2,2
2223,90,0,0,0,0,1,0,1,0,57,2,0,1,0,0,41,49,83.7,5,42,2,1,0
2223,23,0,0,0,0,0,0,0,0,10,0,0,1,0,0,7,8,87.5,0,9,0,1,0
2223,90,1,0,0,0,1,1,0,0,75,0,0,0,3,1,64,72,88.9,10,55,2,0,0
2223,67,0,0,0,0,2,1,0,0,30,0,0,0,2,0,15,21,71.4,3,20,3,0,0
2223,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0,35,43,81.4,0,31,0,0,0
2223,90,0,0,0,0,0,0,0,0,58,1,1,0,0,0,49,51,96.1,2,39,0,0,0
2223,90,1,0,0,0,1,1,0,0,32,2,1,0,2,1,17,23,73.9,2,22,4,4,1
2223,90,0,0,0,0,1,0,1,0,50,1,3,1,0,0,35,39,89.7,10,42,2,4,3
2223,23,0,0,0,0,0,0,0,0,7,1,1,0,0,0,1,4,25.0,0,5,2,0,0
2223,67,0,1,0,0,1,1,0,0,24,0,0,0,4,1,11,16,68.8,1,18,4,6,3
2223,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0.0,0,0,0,0,0
2223,89,0,0,0,0,1,0,1,0,23,0,0,0,3,1,7,13,53.8,2,18,1,3,1
2223,90,0,0,0,0,0,0,0,0,67,1,3,1,0,0,51,57,89.5,5,48,1,0,0
2223,90,0,0,0,0,0,0,0,0,63,3,2,2,1,0,35,46,76.1,5,41,5,1,0
2223,10,0,0,0,0,1,0,0,0,8,0,0,0,1,0,6,6,100.0,1,6,1,1,0
2223,89,0,0,0,0,0,0,0,0,33,2,0,0,0,0,23,30,76.7,1,19,0,0,0
2223,90,0,0,0,0,0,0,0,0,90,2,0,0,1,0,64,78,82.1,5,63,4,1,1
2223,90,0,0,0,0,0,0,1,0,82,2,3,1,0,0,65,73,89.0,0,52,0,1,0
2223,29,0,0,0,0,2,0,0,0,20,1,1,0,2,1,9,13,69.2,1,14,1,3,3
2223,90,0,0,0,0,0,0,0,0,75,5,2,0,0,0,51,61,83.6,3,41,1,0,0
2223,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0,19,24,79.2,0,12,0,0,0
2223,90,1,0,1,1,1,1,1,0,26,1,0,1,1,1,12,18,66.7,0,16,0,2,0
2223,1,0,0,0,0,0,0,0,0,7,0,0,0,2,0,5,7,71.4,1,5,0,0,0
2223,60,0,0,0,0,0,0,1,0,20,0,0,0,0,0,16,17,94.1,0,8,0,1,1
2223,80,0,0,0,0,0,0,0,0,53,0,2,3,1,0,30,44,68.2,4,23,0,4,2
2223,90,0,0,0,0,0,0,0,0,63,3,3,0,1,0,47,54,87.0,3,31,1,2,1
2223,61,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,6,66.7,0,6,0,2,0
2223,90,0,0,0,0,0,0,0,0,19,0,1,0,0,0,12,16,75.0,1,12,0,2,0
2223,30,0,0,0,0,0,0,0,0,35,0,0,0,0,0,31,33,93.9,6,28,1,0,0
2223,90,0,0,0,0,0,0,0,0,110,1,1,2,0,0,90,98,91.8,8,75,1,0,0
2223,90,0,0,0,0,3,2,1,0,67,1,0,0,2,0,46,55,83.6,5,45,1,5,2
2223,90,0,0,0,0,0,0,0,0,21,0,0,0,0,0,20,21,95.2,0,11,0,0,0
2223,90,0,0,0,0,1,0,0,0,116,2,0,0,4,0,97,110,88.2,16,90,4,0,0
2223,18,0,0,0,0,1,1,0,0,33,0,0,1,2,0,19,30,63.3,2,19,1,1,0
2223,72,0,0,0,0,3,1,1,0,33,0,0,0,1,0,18,21,85.7,0,17,0,3,0
2223,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,8,87.5,0,6,0,0,0
2223,90,0,0,0,0,1,0,0,0,85,1,0,1,4,0,69,76,90.8,8,48,2,1,1
2223,44,0,0,0,0,0,0,0,0,29,1,0,0,0,0,23,27,85.2,2,19,0,0,0
2223,72,0,0,0,0,0,0,0,0,43,3,0,1,1,1,24,28,85.7,6,33,6,8,3
2223,90,2,0,0,0,5,2,0,0,52,2,1,0,3,1,29,34,85.3,2,36,3,8,4
2223,46,0,1,0,0,0,0,0,0,37,0,0,0,2,1,31,33,93.9,2,25,1,2,1
2223,90,0,0,0,0,0,0,1,0,111,1,0,0,2,0,98,104,94.2,5,78,3,1,1
